titulo,catalogo,sjr,q,h_index,total_citas,url_revista,pais,area,publisher,issn,widget
Journal of Cognitive Engineering and Decision Making,journal,0.643,Q2,40,124,https://www.scimagojr.com/journalsearch.php?q=21100211334&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Engineering (miscellaneous)'], 'Psychology': ['Applied Psychology'], 'Social Sciences': ['Human Factors and Ergonomics']}",SAGE Publications Inc.,"15553434, 21695032","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100211334&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100211334"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Medical and Biological Engineering and Computing,journal,0.641,Q2,111,2240,https://www.scimagojr.com/journalsearch.php?q=17979&tip=sid&clean=0,"Germany,banderas/de.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Biomedical Engineering']}",Springer Verlag,"01400118, 17410444","<a href=""https://www.scimagojr.com/journalsearch.php?q=17979&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=17979"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Biomedical Informatics: X,journal,0.639,Q2,10,27,https://www.scimagojr.com/journalsearch.php?q=21100894516&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Medicine': ['Health Informatics']}",Academic Press Inc.,2590177X,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100894516&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100894516"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Pathology Informatics,journal,0.639,Q2,28,397,https://www.scimagojr.com/journalsearch.php?q=21100791701&tip=sid&clean=0,"India,banderas/in.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Medicine': ['Health Informatics', 'Pathology and Forensic Medicine']}",Elsevier B.V.,"21533539, 22295089","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100791701&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100791701"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Technology in Behavioral Science,journal,0.638,Q2,19,486,https://www.scimagojr.com/journalsearch.php?q=21101113246&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Human-Computer Interaction'], 'Psychology': ['Applied Psychology'], 'Social Sciences': ['Health (social science)']}",Springer,23665963,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101113246&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101113246"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"International Journal of Control, Automation and Systems",journal,0.636,Q2,69,3294,https://www.scimagojr.com/journalsearch.php?q=25479&tip=sid&clean=0,"South Korea,banderas/kr.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Control and Systems Engineering']}","Institute of Control, Robotics and Systems","15986446, 20054092","<a href=""https://www.scimagojr.com/journalsearch.php?q=25479&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=25479"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
World Patent Information,journal,0.633,Q2,37,298,https://www.scimagojr.com/journalsearch.php?q=15069&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Chemical Engineering': ['Bioengineering', 'Process Chemistry and Technology'], 'Computer Science': ['Computer Science Applications'], 'Energy': ['Energy Engineering and Power Technology', 'Fuel Technology', 'Renewable Energy, Sustainability and the Environment'], 'Social Sciences': ['Library and Information Sciences']}",Elsevier Ltd,01722190,"<a href=""https://www.scimagojr.com/journalsearch.php?q=15069&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=15069"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal on Computing and Cultural Heritage,journal,0.632,Q2,35,594,https://www.scimagojr.com/journalsearch.php?q=19400157014&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Arts and Humanities': ['Conservation'], 'Computer Science': ['Computer Graphics and Computer-Aided Design', 'Computer Science Applications', 'Information Systems']}",Association for Computing Machinery (ACM),"15564673, 15564711","<a href=""https://www.scimagojr.com/journalsearch.php?q=19400157014&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19400157014"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Quantitative Biology,journal,0.631,Q2,23,188,https://www.scimagojr.com/journalsearch.php?q=21100853805&tip=sid&clean=0,"China,banderas/cn.png?v=1.2","{'Biochemistry, Genetics and Molecular Biology': ['Biochemistry, Genetics and Molecular Biology (miscellaneous)'], 'Computer Science': ['Computer Science Applications'], 'Mathematics': ['Applied Mathematics', 'Modeling and Simulation']}",John Wiley and Sons Inc.,"20954689, 20954697","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100853805&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100853805"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"Cognition, Technology and Work",journal,0.629,Q2,52,531,https://www.scimagojr.com/journalsearch.php?q=145523&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Arts and Humanities': ['Philosophy'], 'Computer Science': ['Computer Science Applications', 'Human-Computer Interaction']}",Springer London,"14355558, 14355566","<a href=""https://www.scimagojr.com/journalsearch.php?q=145523&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=145523"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Computational Urban Science,journal,0.627,Q2,9,275,https://www.scimagojr.com/journalsearch.php?q=21101142737&tip=sid&clean=0,"Singapore,banderas/sg.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Science Applications'], 'Environmental Science': ['Environmental Science (miscellaneous)'], 'Social Sciences': ['Urban Studies']}",Springer,27306852,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101142737&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101142737"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Dynamic Games and Applications,journal,0.627,Q2,29,263,https://www.scimagojr.com/journalsearch.php?q=19700177406&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computational Theory and Mathematics', 'Computer Graphics and Computer-Aided Design', 'Computer Science Applications'], 'Economics, Econometrics and Finance': ['Economics and Econometrics'], 'Mathematics': ['Applied Mathematics', 'Computational Mathematics', 'Statistics and Probability']}",Springer Science + Business Media,"21530785, 21530793","<a href=""https://www.scimagojr.com/journalsearch.php?q=19700177406&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19700177406"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Statistical Analysis and Data Mining,journal,0.625,Q2,38,317,https://www.scimagojr.com/journalsearch.php?q=16900154710&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Information Systems'], 'Mathematics': ['Analysis']}",John Wiley & Sons Inc.,"19321864, 19321872","<a href=""https://www.scimagojr.com/journalsearch.php?q=16900154710&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=16900154710"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Engineering Optimization,journal,0.621,Q2,76,1204,https://www.scimagojr.com/journalsearch.php?q=29114&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Decision Sciences': ['Management Science and Operations Research'], 'Engineering': ['Industrial and Manufacturing Engineering'], 'Mathematics': ['Applied Mathematics', 'Control and Optimization']}",Taylor and Francis Ltd.,"0305215X, 10290273","<a href=""https://www.scimagojr.com/journalsearch.php?q=29114&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=29114"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
ACM Transactions on Spatial Algorithms and Systems,journal,0.620,Q2,18,185,https://www.scimagojr.com/journalsearch.php?q=21100857591&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Information Systems', 'Signal Processing'], 'Mathematics': ['Discrete Mathematics and Combinatorics', 'Geometry and Topology', 'Modeling and Simulation']}",Association for Computing Machinery (ACM),"23740353, 23740361","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100857591&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100857591"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Laboratory Phonology,journal,0.619,Q2,15,121,https://www.scimagojr.com/journalsearch.php?q=19700200915&tip=sid&clean=0,"Germany,banderas/de.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Health Professions': ['Podiatry'], 'Social Sciences': ['Linguistics and Language']}",Open Library of Humanities,"18686346, 18686354","<a href=""https://www.scimagojr.com/journalsearch.php?q=19700200915&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19700200915"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
IET Cyber-Physical Systems: Theory and Applications,journal,0.618,Q2,19,183,https://www.scimagojr.com/journalsearch.php?q=21100912216&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Networks and Communications', 'Computer Science Applications', 'Information Systems'], 'Engineering': ['Electrical and Electronic Engineering']}",John Wiley & Sons Inc.,23983396,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100912216&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100912216"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Computational Toxicology,journal,0.616,Q2,24,444,https://www.scimagojr.com/journalsearch.php?q=21100824046&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Environmental Science': ['Health, Toxicology and Mutagenesis'], 'Pharmacology, Toxicology and Pharmaceutics': ['Toxicology']}",Elsevier B.V.,24681113,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100824046&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100824046"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"Journal of Electronic Packaging, Transactions of the ASME",journal,0.615,Q2,60,451,https://www.scimagojr.com/journalsearch.php?q=26621&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Electrical and Electronic Engineering', 'Mechanics of Materials'], 'Materials Science': ['Electronic, Optical and Magnetic Materials']}",The American Society of Mechanical Engineers(ASME),"10437398, 15289044","<a href=""https://www.scimagojr.com/journalsearch.php?q=26621&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=26621"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Calphad: Computer Coupling of Phase Diagrams and Thermochemistry,journal,0.612,Q2,73,721,https://www.scimagojr.com/journalsearch.php?q=24593&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Chemical Engineering': ['Chemical Engineering (miscellaneous)'], 'Chemistry': ['Chemistry (miscellaneous)'], 'Computer Science': ['Computer Science Applications']}",Elsevier Ltd,03645916,"<a href=""https://www.scimagojr.com/journalsearch.php?q=24593&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=24593"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Computer-Aided Molecular Design,journal,0.609,Q2,119,842,https://www.scimagojr.com/journalsearch.php?q=24619&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Chemistry': ['Physical and Theoretical Chemistry'], 'Computer Science': ['Computer Science Applications'], 'Pharmacology, Toxicology and Pharmaceutics': ['Drug Discovery']}",Springer Netherlands,"0920654X, 15734951","<a href=""https://www.scimagojr.com/journalsearch.php?q=24619&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=24619"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
RIED-Revista Iberoamericana de Educacion a Distancia,journal,0.608,Q2,19,347,https://www.scimagojr.com/journalsearch.php?q=21101068029&tip=sid&clean=0,"Spain,banderas/es.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Education']}",Ibero-American Association for Distance Higher Education (AIESAD),"11382783, 13903306","<a href=""https://www.scimagojr.com/journalsearch.php?q=21101068029&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101068029"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Advanced Robotics,journal,0.605,Q2,76,702,https://www.scimagojr.com/journalsearch.php?q=18003&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Hardware and Architecture', 'Human-Computer Interaction', 'Software'], 'Engineering': ['Control and Systems Engineering']}",Taylor and Francis Ltd.,"01691864, 15685535","<a href=""https://www.scimagojr.com/journalsearch.php?q=18003&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=18003"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
TripleC,journal,0.603,Q2,32,132,https://www.scimagojr.com/journalsearch.php?q=19700183008&tip=sid&clean=0,"Austria,banderas/at.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Communication']}",Unified Theory of Information Research Group,1726670X,"<a href=""https://www.scimagojr.com/journalsearch.php?q=19700183008&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19700183008"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Computability,journal,0.599,Q2,12,31,https://www.scimagojr.com/journalsearch.php?q=21100790723&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computational Theory and Mathematics', 'Computer Science Applications'], 'Mathematics': ['Theoretical Computer Science']}",IOS Press BV,"22113568, 22113576","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100790723&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100790723"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Network Management,journal,0.599,Q2,33,246,https://www.scimagojr.com/journalsearch.php?q=19513&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Networks and Communications', 'Computer Science Applications']}",John Wiley and Sons Ltd,"10557148, 10991190","<a href=""https://www.scimagojr.com/journalsearch.php?q=19513&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19513"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
ACM Transactions on Accessible Computing,journal,0.598,Q2,37,287,https://www.scimagojr.com/journalsearch.php?q=19700186855&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Human-Computer Interaction']}",Association for Computing Machinery (ACM),19367228,"<a href=""https://www.scimagojr.com/journalsearch.php?q=19700186855&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19700186855"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Digital Threats: Research and Practice,journal,0.595,Q2,10,269,https://www.scimagojr.com/journalsearch.php?q=21101080424&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Networks and Communications', 'Computer Science Applications', 'Hardware and Architecture', 'Information Systems', 'Software'], 'Social Sciences': ['Safety Research']}",Association for Computing Machinery (ACM),25765337,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101080424&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101080424"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Computer Science and Technology,journal,0.595,Q2,59,606,https://www.scimagojr.com/journalsearch.php?q=26132&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computational Theory and Mathematics', 'Computer Science Applications', 'Hardware and Architecture', 'Software'], 'Mathematics': ['Theoretical Computer Science']}",Springer New York,"10009000, 18604749","<a href=""https://www.scimagojr.com/journalsearch.php?q=26132&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=26132"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Advances in Data Analysis and Classification,journal,0.594,Q2,39,223,https://www.scimagojr.com/journalsearch.php?q=5200152822&tip=sid&clean=0,"Germany,banderas/de.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Mathematics': ['Applied Mathematics', 'Statistics and Probability']}",Springer Verlag,"18625347, 18625355","<a href=""https://www.scimagojr.com/journalsearch.php?q=5200152822&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=5200152822"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
IT Professional,journal,0.594,Q2,62,737,https://www.scimagojr.com/journalsearch.php?q=25053&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Hardware and Architecture', 'Software']}",IEEE Computer Society,15209202,"<a href=""https://www.scimagojr.com/journalsearch.php?q=25053&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=25053"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Digital Applications in Archaeology and Cultural Heritage,journal,0.593,Q2,25,294,https://www.scimagojr.com/journalsearch.php?q=21100265609&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Arts and Humanities': ['Archeology (arts and humanities)'], 'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Anthropology', 'Archeology']}",Elsevier B.V.,22120548,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21100265609&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100265609"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Intelligent Robotics and Applications,journal,0.592,Q2,21,335,https://www.scimagojr.com/journalsearch.php?q=21100935977&tip=sid&clean=0,"Singapore,banderas/sg.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Science Applications']}",Springer Singapore,"23665971, 2366598X","<a href=""https://www.scimagojr.com/journalsearch.php?q=21100935977&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21100935977"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
"Journal of Dynamic Systems, Measurement and Control, Transactions of the ASME",journal,0.592,Q2,99,590,https://www.scimagojr.com/journalsearch.php?q=21141&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Computer Science Applications', 'Information Systems'], 'Engineering': ['Control and Systems Engineering', 'Mechanical Engineering'], 'Physics and Astronomy': ['Instrumentation']}",The American Society of Mechanical Engineers(ASME),00220434,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21141&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21141"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Concurrent Engineering Research and Applications,journal,0.590,Q2,45,305,https://www.scimagojr.com/journalsearch.php?q=26644&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Engineering (miscellaneous)'], 'Mathematics': ['Modeling and Simulation']}",SAGE Publications Ltd,"1063293X, 15312003","<a href=""https://www.scimagojr.com/journalsearch.php?q=26644&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=26644"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Advanced Robotic Systems,journal,0.590,Q2,62,1361,https://www.scimagojr.com/journalsearch.php?q=144749&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Science Applications', 'Software']}",SAGE Publications Inc.,17298806,"<a href=""https://www.scimagojr.com/journalsearch.php?q=144749&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=144749"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
International Journal of Medical Robotics and Computer Assisted Surgery,journal,0.589,Q2,64,1197,https://www.scimagojr.com/journalsearch.php?q=5000154502&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Biochemistry, Genetics and Molecular Biology': ['Biophysics'], 'Computer Science': ['Computer Science Applications'], 'Medicine': ['Surgery']}",John Wiley and Sons Ltd,"14785951, 1478596X","<a href=""https://www.scimagojr.com/journalsearch.php?q=5000154502&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=5000154502"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Wireless Personal Communications,journal,0.588,Q2,82,9615,https://www.scimagojr.com/journalsearch.php?q=20725&tip=sid&clean=0,"Netherlands,banderas/nl.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Electrical and Electronic Engineering']}",Springer Netherlands,"09296212, 1572834X","<a href=""https://www.scimagojr.com/journalsearch.php?q=20725&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=20725"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Simulation and Gaming,journal,0.586,Q2,70,357,https://www.scimagojr.com/journalsearch.php?q=12188&tip=sid&clean=0,"United States,banderas/us.png?v=1.2","{'Business, Management and Accounting': ['Business, Management and Accounting (miscellaneous)'], 'Computer Science': ['Computer Science Applications'], 'Social Sciences': ['Social Sciences (miscellaneous)']}",SAGE Publications Inc.,"10468781, 1552826X","<a href=""https://www.scimagojr.com/journalsearch.php?q=12188&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=12188"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
IFAC Journal of Systems and Control,journal,0.582,Q2,13,156,https://www.scimagojr.com/journalsearch.php?q=21101063736&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Networks and Communications', 'Computer Science Applications'], 'Decision Sciences': ['Management Science and Operations Research'], 'Engineering': ['Control and Systems Engineering'], 'Mathematics': ['Modeling and Simulation']}",Elsevier B.V.,24686018,"<a href=""https://www.scimagojr.com/journalsearch.php?q=21101063736&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=21101063736"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Advanced Transportation,journal,0.582,Q2,62,3598,https://www.scimagojr.com/journalsearch.php?q=18895&tip=sid&clean=0,"Egypt,banderas/eg.png?v=1.2","{'Business, Management and Accounting': ['Strategy and Management'], 'Computer Science': ['Computer Science Applications'], 'Economics, Econometrics and Finance': ['Economics and Econometrics'], 'Engineering': ['Automotive Engineering', 'Mechanical Engineering']}",Hindawi Limited,"01976729, 20423195","<a href=""https://www.scimagojr.com/journalsearch.php?q=18895&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=18895"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Argument and Computation,journal,0.579,Q2,25,81,https://www.scimagojr.com/journalsearch.php?q=19900191732&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Science Applications'], 'Mathematics': ['Computational Mathematics'], 'Social Sciences': ['Linguistics and Language']}",IOS Press,"19462166, 19462174","<a href=""https://www.scimagojr.com/journalsearch.php?q=19900191732&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=19900191732"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Journal of Systems Engineering and Electronics,journal,0.579,Q2,44,1002,https://www.scimagojr.com/journalsearch.php?q=58655&tip=sid&clean=0,"China,banderas/cn.png?v=1.2","{'Computer Science': ['Computer Science Applications'], 'Engineering': ['Control and Systems Engineering', 'Electrical and Electronic Engineering']}",Kexue Chubaneshe/Science Press,16711793,"<a href=""https://www.scimagojr.com/journalsearch.php?q=58655&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=58655"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
Robotica,journal,0.579,Q2,73,1255,https://www.scimagojr.com/journalsearch.php?q=18078&tip=sid&clean=0,"United Kingdom,banderas/gb.png?v=1.2","{'Computer Science': ['Artificial Intelligence', 'Computer Science Applications', 'Computer Vision and Pattern Recognition', 'Software'], 'Engineering': ['Computational Mechanics', 'Control and Systems Engineering', 'Mechanical Engineering'], 'Mathematics': ['Control and Optimization', 'Mathematics (miscellaneous)', 'Modeling and Simulation'], 'Medicine': ['Rehabilitation']}",Cambridge University Press,"02635747, 14698668","<a href=""https://www.scimagojr.com/journalsearch.php?q=18078&amp;tip=sid&amp;exact=no"" title=""SCImago Journal &amp; Country Rank""><img border=""0"" src=""https://www.scimagojr.com/journal_img.php?id=18078"" alt=""SCImago Journal &amp; Country Rank""  /></a>"
